City,Date,Lat,Lon,AirTemp,MaxTemp,MinTemp,DewPoint,Humidity,Pressure,Rainfall,WindSpeed,WindDir,Cloud,Sunshine,Radiation,Evaporation,Event_Occurred,Start_Date,End_Date,Days_Since_Start,Days_Until_End
HK,20160930,22.3023,114.1742,25.1,26.4,24.1,21,78,1007.7,0,5.8,270,86,2.5,10.65,,0,,,0,0
HK,20161001,22.3023,114.1742,26.6,29.4,24,24.6,89,1009.9,95.5,5.3,120,75,5.8,16.05,0.6,0,,,0,0
HK,20161002,22.3023,114.1742,27.6,29.8,26.2,24.3,82,1009,0,4.9,50,76,3,11.57,4.2,0,,,0,0
HK,20161003,22.3023,114.1742,27.5,28.3,26.6,24.1,82,1007.8,0.2,8.1,120,84,1.2,8.37,2,0,,,0,0
HK,20161004,22.3023,114.1742,27.5,29.5,26.5,24.4,83,1008.1,0,6.9,130,60,4.9,9.68,1.9,0,,,0,0
HK,20161005,22.3023,114.1742,28.6,31.9,26.9,24.3,78,1008.9,0,7.2,120,68,5.7,16.61,4.4,0,,,0,0
HK,20161006,22.3023,114.1742,28.5,32.4,25.9,23.5,75,1009.1,16.7,6.1,120,57,8.9,18.76,6.8,0,,,0,0
HK,20161007,22.3023,114.1742,27.7,29.3,25.5,23.5,79,1007.1,17.3,7.7,40,86,3.8,11.82,3.1,0,,,0,0
HK,20161008,22.3023,114.1742,28.1,29.9,27,22.4,71,1006.8,0,9.2,40,88,2.1,10.54,3.7,0,,,0,0
HK,20161009,22.3023,114.1742,26.5,28.8,24.9,20.4,69,1008.9,0,9.5,40,86,4.7,15.92,6.1,0,,,0,0
HK,20161010,22.3023,114.1742,25.3,28.1,23.5,19.4,70,1010.2,0,8.5,40,74,6.8,16.51,3.5,0,,,0,0
HK,20161011,22.3023,114.1742,24.5,26.8,22,20.6,79,1010.7,0.1,10.3,40,88,0.7,9.51,3.2,0,,,0,0
HK,20161012,22.3023,114.1742,24.6,25.8,23,21.6,84,1012.5,0.9,9.3,50,88,0.1,4.7,1.3,0,,,0,0
HK,20161013,22.3023,114.1742,26,29.3,24.2,21.6,77,1013.5,0,10,60,72,6.5,17.41,4.7,0,,,0,0
HK,20161014,22.3023,114.1742,26.7,29.9,25,21.9,76,1013.2,0,10.3,120,70,9,19.58,3.9,0,,,0,0
HK,20161015,22.3023,114.1742,27.2,30.3,24.6,21.6,72,1012.6,0,5.7,60,63,7,15.64,4.5,0,,,0,0
HK,20161016,22.3023,114.1742,28,30.8,25.9,22.1,71,1010.9,0,8.7,40,62,7.8,15.66,5,0,,,0,0
HK,20161017,22.3023,114.1742,26.6,28.8,24.1,22.9,81,1009.1,16.7,12.4,100,89,2.2,7.73,,0,,,0,0
HK,20161018,22.3023,114.1742,24.8,25.5,23.9,24.2,96,1008.1,178.7,19.3,130,91,0,2.07,,0,,,0,0
HK,20161019,22.3023,114.1742,25.1,25.9,24.4,24.6,96,1008.7,223.4,12.3,130,94,0.1,2.27,,0,,,0,0
HK,20161020,22.3023,114.1742,27.3,29.5,24.7,23.8,82,1004.6,0,6.8,120,82,7.4,14.48,1.9,0,,,0,0
HK,20161021,22.3023,114.1742,26.1,28,24.4,23.6,86,997.1,72.5,18,260,96,0,0.8,,0,,,0,0
HK,20161022,22.3023,114.1742,27.5,29.4,26.1,24.4,84,1007.8,1.9,6.6,290,77,5,12.47,0.5,0,,,0,0
HK,20161023,22.3023,114.1742,27.1,29.1,25.8,24.9,88,1010,0,5.4,120,68,2.8,10.47,2.1,0,,,0,0
HK,20161024,22.3023,114.1742,27.3,29.1,26.1,25.2,88,1011.3,0,8.3,120,74,4.1,12.9,1.9,0,,,0,0
HK,20161025,22.3023,114.1742,27.3,29.8,26.1,24.8,87,1013.3,0,10.1,120,65,9.2,20,4.2,0,,,0,0
HK,20161026,22.3023,114.1742,27.1,30,25.7,24.2,84,1015.6,0,7.2,120,47,8.5,17.55,3.2,0,,,0,0
HK,20161027,22.3023,114.1742,27.5,30.9,25.4,23.5,79,1016,0,5,120,41,9.8,19.82,4.6,0,,,0,0
HK,20161028,22.3023,114.1742,28.2,31.5,26.3,23.3,75,1014.9,0,4.2,120,54,10.3,20.33,3.3,0,,,0,0
HK,20161029,22.3023,114.1742,26.7,29,24.3,22.7,79,1017.2,0.5,9,110,70,3.7,11.38,5.3,0,,,0,0
HK,20161030,22.3023,114.1742,24.4,26.6,22.9,19.4,74,1019.8,0,10.1,50,85,3.6,12.46,4.1,0,,,0,0
HK,20161031,22.3023,114.1742,25.5,28.7,23.1,19.7,70,1019.1,0,8,40,66,7.9,17.24,5.2,0,,,0,0
HK,20161101,22.3023,114.1742,23.9,25.3,22.5,18,69,1019.7,0,11,40,76,5.2,10.62,4.7,0,,,0,0
HK,20161102,22.3023,114.1742,22.8,24.8,21,16.6,68,1020.3,0,11.3,40,63,7.2,16.4,5.9,0,,,0,0
HK,20161103,22.3023,114.1742,21.8,24.8,20.1,15,66,1019.3,0,9.4,40,54,7.5,16.4,5.9,0,,,0,0
HK,20161104,22.3023,114.1742,22.4,25.3,19.6,16.1,68,1015.2,0,4.3,40,22,10.3,18.8,3,0,,,0,0
HK,20161105,22.3023,114.1742,23.8,26.9,21.7,19.6,77,1013,0,5.2,120,56,7.5,17.66,2.9,0,,,0,0
HK,20161106,22.3023,114.1742,24.2,26.9,22.4,20.4,79,1015.1,0,6.7,120,44,8,15.7,3.4,0,,,0,0
HK,20161107,22.3023,114.1742,25.3,28.4,23.4,21.8,81,1016.6,0,7.4,120,52,10.1,17.95,3.3,0,,,0,0
HK,20161108,22.3023,114.1742,24.6,28.1,22.1,20.9,80,1017.4,4.8,5.5,50,61,3.7,8.79,2.8,0,,,0,0
HK,20161109,22.3023,114.1742,20.7,22.1,19,17.3,81,1019.5,1.3,7.9,50,88,0,2.78,2.3,0,,,0,0
HK,20161110,22.3023,114.1742,17.7,19,17,14.6,82,1020.1,1.9,5.8,40,88,0,4.55,0.8,0,,,0,0
HK,20161111,22.3023,114.1742,20,22.3,17.1,16.5,80,1018.8,0,4.2,40,92,0.1,7.37,0.2,0,,,0,0
HK,20161112,22.3023,114.1742,23.3,25.1,21.6,20.4,84,1017.9,0.2,8.5,120,78,4.1,12.35,4,0,,,0,0
HK,20161113,22.3023,114.1742,24.7,26.9,23.8,21.9,85,1016.9,0,6.5,120,65,3.5,10.69,1,0,,,0,0
HK,20161114,22.3023,114.1742,25.4,28.1,23.3,22.3,83,1015.4,0,4.4,290,38,9,17.07,2.7,0,,,0,0
HK,20161115,22.3023,114.1742,25.7,29.2,23.8,22.2,81,1015.8,0,4.6,280,38,9.7,17.09,4.4,0,,,0,0
HK,20161116,22.3023,114.1742,24.6,26.1,23.9,21,81,1017.2,0,7.5,130,68,3.8,8.96,3,0,,,0,0
HK,20161117,22.3023,114.1742,24.8,27.5,23.6,20.7,78,1016.6,0,7.4,120,59,9,16.94,4.1,0,,,0,0
HK,20161118,22.3023,114.1742,24.8,26.8,23.5,21.6,83,1014.2,0,8.1,120,81,1.5,9.52,1.8,0,,,0,0
HK,20161119,22.3023,114.1742,25.8,28,24,21.6,78,1013.1,1.4,10.7,120,80,5.4,14.82,5.2,0,,,0,0
HK,20161120,22.3023,114.1742,25.6,26.8,25,21.4,78,1012.9,0,12.8,130,87,2,8,1.6,0,,,0,0
HK,20161121,22.3023,114.1742,24.7,25.3,24,21.9,85,1012.9,0.3,12.3,120,87,0.4,4.37,0.6,0,,,0,0
HK,20161122,22.3023,114.1742,22.7,24.5,21.6,21.9,95,1013.3,36.5,10.3,120,95,0,2.67,0.5,0,,,0,0
HK,20161123,22.3023,114.1742,20.5,21.6,16.7,19.3,93,1016.2,25.9,10.7,110,92,0,2.25,1,0,,,0,0
HK,20161124,22.3023,114.1742,17.3,19.8,15,13,76,1018.6,0,9.3,40,84,3.1,10.49,3.3,0,,,0,0
HK,20161125,22.3023,114.1742,20,22.3,17.4,16,78,1016.4,0.1,5,40,88,2.9,10.26,2.1,0,,,0,0
HK,20161126,22.3023,114.1742,17.6,21.1,13.3,15.7,89,1015.9,50.3,6.2,50,88,0,3.32,,0,,,0,0
HK,20161127,22.3023,114.1742,16.2,19.9,12.8,13.1,83,1016.9,8.6,6.4,40,75,5.6,13.2,3.4,0,,,0,0
HK,20161128,22.3023,114.1742,18.1,20.1,16.1,12.1,68,1020.9,0,7.3,30,44,8.9,16.98,3.7,0,,,0,0
HK,20161129,22.3023,114.1742,19.2,20.5,17.5,12.6,66,1022.3,0,6.6,50,82,1.3,5.27,2.8,0,,,0,0
HK,20161130,22.3023,114.1742,19.7,22,17.4,12.7,64,1022.3,0,8.8,50,31,8.5,16.17,4.3,0,,,0,0
HK,20161201,22.3023,114.1742,19.8,22.4,17.2,13.4,67,1022.1,0,5.3,50,19,9.3,16.08,3.1,0,,,0,0
HK,20161202,22.3023,114.1742,20.5,22.4,18.4,15.7,74,1022.6,0,5.8,50,77,6.8,13.24,0.8,0,,,0,0
HK,20161203,22.3023,114.1742,21.3,22.8,19.9,17,77,1020.9,0,5.1,130,87,0.7,8.32,0.3,0,,,0,0
HK,20161204,22.3023,114.1742,22.3,24.9,21,18.4,79,1018.2,0,2.8,280,77,2.4,9.92,3.2,0,,,0,0
HK,20161205,22.3023,114.1742,23.3,25.9,21.8,19.4,79,1017.7,0,3.2,130,84,5,11.96,4.2,0,,,0,0
HK,20161206,22.3023,114.1742,20.8,22.9,19.4,11.1,54,1020.7,0,12.6,40,84,4.9,12,4.1,0,,,0,0
HK,20161207,22.3023,114.1742,19.9,22.2,18.2,12.1,61,1019.1,0,5.1,40,73,5.2,11.65,3.8,0,,,0,0
HK,20161208,22.3023,114.1742,19.2,21.7,17.1,11.4,61,1016.5,0,7.1,50,27,9.3,15.97,2.7,0,,,0,0
HK,20161209,22.3023,114.1742,19.4,21.9,16.5,12.6,65,1015.4,0,7.7,120,16,9.5,16.59,3.6,0,,,0,0
HK,20161210,22.3023,114.1742,20.8,23.1,18.3,15.6,72,1016.4,0,8.7,120,51,8.8,15.9,1,0,,,0,0
HK,20161211,22.3023,114.1742,20.4,21.5,19.5,16,76,1016.6,0,14.8,120,51,8.3,15.59,3.5,0,,,0,0
HK,20161212,22.3023,114.1742,21.1,23.3,19,16.9,77,1015.1,0,8.3,120,59,7.2,15.18,2.6,0,,,0,0
HK,20161213,22.3023,114.1742,22.9,25.7,20.7,18,75,1014.5,0,3.1,290,48,8.8,15.13,3.1,0,,,0,0
HK,20161214,22.3023,114.1742,21.4,23.4,18.8,14.2,63,1018.2,0,8.4,50,80,3.8,11.48,5.2,0,,,0,0
HK,20161215,22.3023,114.1742,18,20.4,15.6,10.6,62,1022.6,0,11.2,40,67,5.6,12.56,3.6,0,,,0,0
HK,20161216,22.3023,114.1742,15.2,17.1,13.2,7.7,61,1025.5,0,9.4,40,17,9.3,15.69,2.8,0,,,0,0
HK,20161217,22.3023,114.1742,16.6,18.6,13.7,10.7,68,1023.2,0,8.5,110,56,2.1,8.23,1.4,0,,,0,0
HK,20161218,22.3023,114.1742,19.2,21.3,17.2,14.8,76,1021.6,0,8.1,120,46,7.3,13.56,1.3,0,,,0,0
HK,20161219,22.3023,114.1742,20.3,22.5,18.5,15.3,73,1018.5,0,10.1,130,29,9.3,16.41,2.3,0,,,0,0
HK,20161220,22.3023,114.1742,21.3,22.9,20,17.6,80,1017.3,0,9.5,130,80,2.7,10.93,1.5,0,,,0,0
HK,20161221,22.3023,114.1742,21.9,22.6,21,20.1,90,1016.8,2.8,9.9,120,85,0.2,3.7,0.4,0,,,0,0
HK,20161222,22.3023,114.1742,22.4,24.8,19.7,17.4,75,1016.8,0.1,8.8,30,59,7.1,14.64,4.8,0,,,0,0
HK,20161223,22.3023,114.1742,20.2,21.9,19.1,15.1,73,1019,0,8,110,78,4.1,11.36,2.4,0,,,0,0
HK,20161224,22.3023,114.1742,18.1,19.5,16.9,13.8,76,1019.2,3.7,11.1,110,88,0,3.98,1.8,0,,,0,0
HK,20161225,22.3023,114.1742,19.5,20.3,18.4,16.3,82,1018.4,0,11.2,120,85,1.3,5.93,0.5,0,,,0,0
HK,20161226,22.3023,114.1742,21.4,23.7,19.5,17.6,80,1017,0,6.7,120,53,7.1,14.09,3.8,0,,,0,0
HK,20161227,22.3023,114.1742,16.6,21.8,12.8,8.8,61,1020.4,0,14.1,40,45,9.4,16.89,4.4,0,,,0,0
HK,20161228,22.3023,114.1742,14,15.7,11.5,6.3,60,1023,0,10.6,40,81,0.4,8.34,3.8,0,,,0,0
HK,20161229,22.3023,114.1742,15.9,17.9,13.9,6.5,54,1024.1,0,10.6,40,80,3.7,11.93,3.3,0,,,0,0
HK,20161230,22.3023,114.1742,16.6,18.6,14.8,8.7,60,1024.2,0,6.5,40,83,0.2,6.98,1.3,0,,,0,0
HK,20161231,22.3023,114.1742,18.2,20.7,15.6,13.4,74,1022.8,0,8,120,64,8.4,15.48,2.1,0,,,0,0
HK,20170101,22.3023,114.1742,19.2,20.8,18.4,15.6,80,1021.7,0,11.5,120,72,4.6,12.07,1.8,0,,,0,0
HK,20170102,22.3023,114.1742,20.2,23.3,18.4,16.7,81,1020.2,0,5.2,130,28,9.3,16.53,1.9,0,,,0,0
HK,20170103,22.3023,114.1742,20,21.3,18.9,17.1,83,1019.8,0,8.3,130,56,3.8,8.57,1.7,0,,,0,0
HK,20170104,22.3023,114.1742,19.9,21.7,18.7,16.3,80,1018.7,0,10.7,120,51,6.3,13.64,2,0,,,0,0
HK,20170105,22.3023,114.1742,21.1,23.4,18.9,17.5,80,1016.9,0,4.1,130,61,1.7,8.29,1.2,0,,,0,0
HK,20170106,22.3023,114.1742,21.6,25,19.7,17.8,80,1015.1,0,10.1,130,43,9.1,16.28,2.5,0,,,0,0
HK,20170107,22.3023,114.1742,21.1,22.8,19.7,17.3,79,1013.9,0,10.7,130,68,7.3,15.62,2.3,0,,,0,0
HK,20170108,22.3023,114.1742,22.6,25.5,20.5,18.1,76,1013.4,0,2.6,290,50,8.2,14.42,2.5,0,,,0,0
HK,20170109,22.3023,114.1742,20.6,21.8,19.7,16.7,78,1016.3,0,8.2,120,66,3.1,8.17,2.2,0,,,0,0
HK,20170110,22.3023,114.1742,19.4,20.5,18.8,15.7,79,1018.1,0,12.8,120,72,5.9,12.79,2.5,0,,,0,0
HK,20170111,22.3023,114.1742,19.1,19.7,18.2,15.4,80,1018.1,0,11.5,120,86,1.7,7.4,1.2,0,,,0,0
HK,20170112,22.3023,114.1742,19,20.3,16.9,15.7,81,1015.5,0,7.6,110,93,0,2.73,1.4,0,,,0,0
HK,20170113,22.3023,114.1742,15.9,17.1,15.1,13.1,84,1015.7,0.5,4.5,50,88,0,2.65,0.7,0,,,0,0
HK,20170114,22.3023,114.1742,15.7,16.5,14.5,13.5,87,1017.9,1,8.1,30,92,0,3.86,1.4,0,,,0,0
HK,20170115,22.3023,114.1742,15.5,16.8,14.3,13,85,1020.5,1.5,7.7,30,100,0,3.81,1,0,,,0,0
HK,20170116,22.3023,114.1742,16.3,17.4,14.7,12.9,80,1020.4,0.4,9.8,40,93,1.5,7.86,1.8,0,,,0,0
HK,20170117,22.3023,114.1742,18,19.2,16.7,13.7,76,1021.1,0,9.4,110,88,1.9,9.9,1.4,0,,,0,0
HK,20170118,22.3023,114.1742,18.9,20,18,16.5,86,1021.2,0,3.6,120,88,0,4.03,2,0,,,0,0
HK,20170119,22.3023,114.1742,20.4,24.1,18.7,17.6,85,1020.1,0,4.2,130,76,6.9,15.47,3.2,0,,,0,0
HK,20170120,22.3023,114.1742,18.3,20.6,16.2,12.3,69,1022.4,0,7.8,40,51,9.7,17.29,3.4,0,,,0,0
HK,20170121,22.3023,114.1742,16.7,19,14.6,10.6,67,1025.3,0,5.6,30,35,8.1,15.79,3,0,,,0,0
HK,20170122,22.3023,114.1742,16.4,19.8,13.6,7.9,58,1026.1,0,5.9,50,9,9.8,17.67,2.4,0,,,0,0
HK,20170123,22.3023,114.1742,16.8,19.4,15.2,11.4,71,1025.7,0,8.9,120,61,8.3,15.8,2.4,0,,,0,0
HK,20170124,22.3023,114.1742,17,18.9,15.7,11.9,72,1025.4,0,13.4,110,79,7.1,14.64,2.6,0,,,0,0
HK,20170125,22.3023,114.1742,17.5,20.9,15.9,13.3,76,1025.5,0,10.3,130,42,9.8,17.33,2.1,0,,,0,0
HK,20170126,22.3023,114.1742,17.3,19.8,16.2,12.8,75,1024.3,0,8.3,130,45,9.1,17.29,2.4,0,,,0,0
HK,20170127,22.3023,114.1742,17.5,21.3,14.4,11.3,69,1022.6,0,5.7,120,13,10,19.16,2.2,0,,,0,0
HK,20170128,22.3023,114.1742,17.3,18.8,16.4,13.5,79,1018.6,0.3,10.8,130,78,0.7,7.26,0.9,0,,,0,0
HK,20170129,22.3023,114.1742,19.1,21.5,18.1,17,88,1016.6,2.4,9.2,130,88,0.6,7.75,0.9,0,,,0,0
HK,20170130,22.3023,114.1742,20.2,23.4,17.4,18.4,90,1018.2,1.2,5.1,130,88,0.6,6.82,1.5,0,,,0,0
HK,20170131,22.3023,114.1742,16.7,17.6,15.9,14.6,87,1020.2,0.5,8,120,88,0,3.29,0.9,0,,,0,0
HK,20170201,22.3023,114.1742,18.4,22,16.6,14.8,80,1021.3,0,6.3,120,80,6.5,15.56,2.7,0,,,0,0
HK,20170202,22.3023,114.1742,16.8,17.7,16.2,13.8,83,1022.7,0,11.7,120,86,0,3.6,1.5,0,,,0,0
HK,20170203,22.3023,114.1742,17.1,19.6,15.4,12.7,76,1020.3,0,9,120,87,0.4,9.7,1.4,0,,,0,0
HK,20170204,22.3023,114.1742,18.2,20.9,16.3,14.5,79,1016,1.6,9.6,130,72,6,15.26,2.1,0,,,0,0
HK,20170205,22.3023,114.1742,19,22,16.7,16,83,1013.9,3.3,5.4,130,67,4.4,12.97,2.1,0,,,0,0
HK,20170206,22.3023,114.1742,18.1,19.7,16.9,14.6,80,1015.7,0,14.8,120,80,5.6,14.7,3.6,0,,,0,0
HK,20170207,22.3023,114.1742,16.7,18.7,15.9,12.1,74,1016.9,0,19.3,120,83,2.9,11.23,2.4,0,,,0,0
HK,20170208,22.3023,114.1742,17.7,20.6,15.5,13.9,78,1016.6,0,10.5,120,88,1.2,10.01,3.3,0,,,0,0
HK,20170209,22.3023,114.1742,14,16.8,11.1,5.3,56,1020.2,0,12.3,30,72,6.2,15.05,3.5,0,,,0,0
HK,20170210,22.3023,114.1742,12.8,15.6,10.8,4.3,56,1023.3,0,8.9,50,88,0.4,9.42,2.8,0,,,0,0
HK,20170211,22.3023,114.1742,14,17.9,11.5,5.4,57,1026.3,0,6.6,110,32,10,18.74,2.3,0,,,0,0
HK,20170212,22.3023,114.1742,15,19.1,12.5,8.6,66,1026.7,0,6.5,120,6,10,18.72,2.4,0,,,0,0
HK,20170213,22.3023,114.1742,16.1,20.1,13.1,9.3,65,1027.1,0,8.1,110,9,10.5,20.34,3.4,0,,,0,0
HK,20170214,22.3023,114.1742,17.3,21.1,15.6,9.7,62,1028.2,0,12.8,100,34,10,20.77,3.7,0,,,0,0
HK,20170215,22.3023,114.1742,17.4,20.9,15.3,9.7,62,1026.1,0,11.5,130,20,10.6,21,2.7,0,,,0,0
HK,20170216,22.3023,114.1742,18.7,24,15.4,12.7,69,1021.6,0,4.7,130,11,10.6,20.46,2.2,0,,,0,0
HK,20170217,22.3023,114.1742,20.4,25.4,17.1,15.3,74,1020.6,0,1.7,130,39,10.5,20.23,2.8,0,,,0,0
HK,20170218,22.3023,114.1742,19.9,24.1,18,15.4,76,1021.2,0,7.3,120,33,10.3,20.41,3.4,0,,,0,0
HK,20170219,22.3023,114.1742,17.9,19.1,16.4,14.7,82,1018,0.3,8.8,100,88,0,5.78,0.9,0,,,0,0
HK,20170220,22.3023,114.1742,21,25.5,18.3,18.2,84,1013.9,0,4.5,120,72,5.5,16.64,2.3,0,,,0,0
HK,20170221,22.3023,114.1742,18.3,21.1,16.6,16.6,90,1017.1,4.6,15.5,110,90,0.2,5.55,2.6,1,21/2/2017,25/2/2017,1,5
HK,20170222,22.3023,114.1742,18.9,21.3,16.4,17.3,91,1015.3,8,10.9,130,89,0.9,10.01,1.3,1,21/2/2017,25/2/2017,2,4
HK,20170223,22.3023,114.1742,17.9,20.2,15,15.8,88,1017.4,0,5.9,270,95,0,3.91,1.9,1,21/2/2017,25/2/2017,3,3
HK,20170224,22.3023,114.1742,13,15.1,12,9.9,81,1022.1,0,7.1,50,88,0,2.14,1,1,21/2/2017,25/2/2017,4,2
HK,20170225,22.3023,114.1742,12.2,13.8,10.7,9.6,85,1020.9,0.7,5,50,89,0,3.28,1,1,21/2/2017,25/2/2017,5,1
HK,20170226,22.3023,114.1742,13.9,17,10.6,10.3,79,1021.2,1.4,4.5,60,88,0.6,9.21,1.6,0,,,0,0
HK,20170227,22.3023,114.1742,17,19.8,15.4,10.3,66,1022.5,0,10.1,110,77,7.1,17.63,3.8,0,,,0,0
HK,20170228,22.3023,114.1742,17.4,20.8,15.1,10.3,64,1020.6,0,11.8,130,51,9.5,20.49,3.8,0,,,0,0
HK,20170301,22.3023,114.1742,18.8,22.9,15.9,12.3,67,1019.5,0,4,130,72,4.2,13.79,4.1,0,,,0,0
HK,20170302,22.3023,114.1742,19.4,23.9,17.2,6.5,45,1019.2,0,9.7,60,12,10.6,21.54,3.9,0,,,0,0
HK,20170303,22.3023,114.1742,17.4,20.1,15.7,11,67,1017,0,12,120,43,7.6,18.13,3,0,,,0,0
HK,20170304,22.3023,114.1742,18.7,21.8,16.8,13.7,73,1014.1,0,12.8,130,76,6.5,16.28,2.7,0,,,0,0
HK,20170305,22.3023,114.1742,20.7,24,18.7,17.7,83,1012.4,0,6.2,130,80,1.9,11.11,1.4,0,,,0,0
HK,20170306,22.3023,114.1742,20.3,23.5,17.9,16.6,80,1013.7,0,5.8,130,76,2.1,10.67,3.1,0,,,0,0
HK,20170307,22.3023,114.1742,18,20.7,17.1,13.5,75,1016.5,0,12.1,120,87,2.9,10.93,2.4,0,,,0,0
HK,20170308,22.3023,114.1742,16.3,17.3,15,13.9,86,1017.5,2.8,6.1,50,89,0,3.64,1.2,0,,,0,0
HK,20170309,22.3023,114.1742,17,19.6,16,12.2,74,1015.7,0,12.2,120,88,0.8,6.43,1.3,0,,,0,0
HK,20170310,22.3023,114.1742,17.8,19.2,16.4,16.1,90,1012.5,0,14.4,130,89,0.8,6.32,1,0,,,0,0
HK,20170311,22.3023,114.1742,17.5,18.4,16.7,15.5,88,1015.1,0,16.3,130,91,0,4.57,1,0,,,0,0
HK,20170312,22.3023,114.1742,18.4,19.5,17,16.8,90,1014.3,1,12.1,130,92,0,7.05,0.9,0,,,0,0
HK,20170313,22.3023,114.1742,21.7,24.4,19.4,20.3,92,1011.8,0,4.8,120,86,2.1,11.59,1.7,0,,,0,0
HK,20170314,22.3023,114.1742,19.1,22,16.8,18.2,94,1015.8,8.5,8.5,120,93,0,3.23,1.6,0,,,0,0
HK,20170315,22.3023,114.1742,16.8,17.9,16.2,12.4,75,1018.2,0,15.1,120,88,1.4,10.11,2.1,0,,,0,0
HK,20170316,22.3023,114.1742,17.8,19,16.8,13.8,78,1016.4,0,11.8,130,88,0.5,8.71,1.5,0,,,0,0
HK,20170317,22.3023,114.1742,18.1,20.4,17,15.8,86,1017.2,0,12.4,130,88,1,8.55,1.4,0,,,0,0
HK,20170318,22.3023,114.1742,18.9,20.1,17.4,17.2,90,1017.8,0.3,13.3,130,91,0,6.93,0.7,0,,,0,0
HK,20170319,22.3023,114.1742,19.8,20.6,18.9,18.9,94,1017.3,10.7,0,***,99,0,3.2,1.2,0,,,0,0
HK,20170320,22.3023,114.1742,21.9,27.1,18.6,19.4,86,1015.1,0,5.8,130,61,8.5,22.04,2.9,0,,,0,0
HK,20170321,22.3023,114.1742,22.9,27.6,19.1,20.2,85,1015,0.6,8.1,130,69,10.4,22.78,4.4,0,,,0,0
HK,20170322,22.3023,114.1742,18.8,19.7,17.6,16.8,88,1014.1,0.9,14.1,130,88,0,3.91,1.2,0,,,0,0
HK,20170323,22.3023,114.1742,21.2,24.6,19,18.3,84,1015,0,8.5,130,83,4,14.57,2.7,0,,,0,0
HK,20170324,22.3023,114.1742,20.8,22.4,18.9,17.9,83,1016.3,0,12.6,130,85,3.4,14.94,2.4,0,,,0,0
HK,20170325,22.3023,114.1742,20.2,23.4,16.5,17.4,84,1017.2,0,8.3,130,82,0.9,6.92,2.5,0,,,0,0
HK,20170326,22.3023,114.1742,15.8,16.9,13.8,11.6,76,1022,1,8,40,86,0.1,4.77,2.4,0,,,0,0
HK,20170327,22.3023,114.1742,18.9,21.5,16.3,9.5,55,1022.7,0,10.6,110,73,4.3,16.35,3.2,0,,,0,0
HK,20170328,22.3023,114.1742,20.6,24.9,18.1,14.9,70,1019.2,0,11.9,130,60,9.4,22.12,2.8,0,,,0,0
HK,20170329,22.3023,114.1742,21.7,23.7,20.4,18.8,84,1018.3,0.3,10.8,130,88,0.7,8.68,1.7,0,,,0,0
HK,20170330,22.3023,114.1742,21.9,23.1,21,19.9,89,1017.3,0,11.2,130,88,0.4,8.71,1.7,0,,,0,0
HK,20170331,22.3023,114.1742,20.1,23.7,15.5,18.8,92,1015.3,21.9,6.5,60,85,0.7,3.34,3.2,0,,,0,0
HK,20170401,22.3023,114.1742,18.7,23.9,15.5,13,70,1019.9,0.2,9.8,50,35,10.1,25.74,3.7,0,,,0,0
HK,20170402,22.3023,114.1742,19.9,24.2,17,12.5,64,1021.5,0,9.9,130,17,10.9,26.48,4.8,0,,,0,0
HK,20170403,22.3023,114.1742,20.7,24.5,17.5,14.4,68,1020.8,0,11.3,130,22,10.6,24.28,3.9,0,,,0,0
HK,20170404,22.3023,114.1742,21.9,26,19.3,17.6,77,1018.4,0,10.7,120,51,9.9,23.93,3.7,0,,,0,0
HK,20170405,22.3023,114.1742,23.4,27.9,20.9,19.8,81,1014.8,0,7.5,130,80,6.5,20.5,3.3,0,,,0,0
HK,20170406,22.3023,114.1742,23.5,25,22.5,21.3,87,1012.5,0.3,6.3,130,86,0,7.51,1.4,0,,,0,0
HK,20170407,22.3023,114.1742,24.5,27.9,22.6,21.6,84,1012.4,0,4.4,120,63,5.1,16.61,2.9,0,,,0,0
HK,20170408,22.3023,114.1742,25,27.5,23,22.1,85,1012.2,0,5,120,62,2.2,11.69,1.9,0,,,0,0
HK,20170409,22.3023,114.1742,25.8,27.9,23.5,22.9,84,1009.4,0,7.9,220,77,2.3,12.4,2.4,0,,,0,0
HK,20170410,22.3023,114.1742,27,28.1,26.3,23.8,83,1006.6,0,10.8,230,87,0.2,4.77,1.3,0,,,0,0
HK,20170411,22.3023,114.1742,26.1,27.8,22.2,24.4,90,1007.7,0.6,4.8,300,89,0,4.27,1.7,0,,,0,0
HK,20170412,22.3023,114.1742,20.6,22.8,18.2,18.8,89,1013.2,21.5,7.5,40,88,0.2,3.78,3.2,0,,,0,0
HK,20170413,22.3023,114.1742,20,21.5,18.8,16.4,80,1017.4,0,6,120,86,0,6.37,1.6,0,,,0,0
HK,20170414,22.3023,114.1742,21.9,24.7,19.9,17.9,78,1015.2,0,7.5,130,81,4,15.57,2.4,0,,,0,0
HK,20170415,22.3023,114.1742,23.6,26.9,21.6,21.1,86,1013.5,0,7.8,130,84,4.9,17.01,2.7,0,,,0,0
HK,20170416,22.3023,114.1742,25.7,30.2,23,22.2,82,1013.3,0,7.5,130,58,7.5,21.39,3.9,0,,,0,0
HK,20170417,22.3023,114.1742,26,29.4,23.7,22,79,1010.9,0,6.4,300,61,8.8,24.31,4.9,0,,,0,0
HK,20170418,22.3023,114.1742,26.7,30.7,23.9,22.6,79,1008.9,0,6.8,300,48,10.5,22.61,4.5,0,,,0,0
